url,domain,category,barrier,topical_authority,source_of_label
columbian.com,columbian.com,Media,Mid,third-party,llm_agreement
com.cn,com.cn,Non-media-industry,Mid,third-party,llm_agreement
com.ph,com.ph,Non-media-industry,Mid,third-party,llm_agreement
isidewith.com,isidewith.com,,Mid,third-party,human
ismedia.jp,ismedia.jp,Media,Mid,third-party,llm_agreement
isozakitetsuji.com,isozakitetsuji.com,Owned,Low,third-party,llm_agreement
itep.org,itep.org,Non-media-industry,Mid,third-party,llm_agreement
itif.org,itif.org,Non-media-industry,Mid,third-party,llm_agreement
itiger.com,itiger.com,Non-media-industry,Mid,third-party,llm_agreement
itmedia.co.jp,itmedia.co.jp,Media,Mid,third-party,llm_agreement
gop.com,gop.com,Party,Primary,primary,llm_agreement
gop.gov,gop.gov,,Mid,third-party,human
gopforukraine.com,gopforukraine.com,Non-media-industry,Mid,third-party,llm_agreement
gov-online.go.jp,gov-online.go.jp,Government,High,third-party,llm_agreement
gov.au,gov.au,Government,High,third-party,llm_agreement
gov.uk,gov.uk,Government,High,third-party,llm_agreement
govdelivery.com,govdelivery.com,Non-media-industry,Mid,third-party,llm_agreement
bruinpoliticalreview.org,bruinpoliticalreview.org,,Mid,third-party,human
brweeklypress.com,brweeklypress.com,Media,Mid,third-party,llm_agreement
build-app.jp,build-app.jp,Non-media-industry,Mid,third-party,llm_agreement
businessinsider.com,businessinsider.com,Media,Mid,third-party,llm_agreement
c-span.org,c-span.org,Media,Mid,third-party,llm_agreement
ca.gov,ca.gov,Government,High,third-party,llm_agreement
caabu.org,caabu.org,Non-media-industry,Mid,third-party,llm_agreement
tokyominiren.gr.jp,tokyominiren.gr.jp,Non-media-industry,Mid,third-party,llm_agreement
tokyoreview.net,tokyoreview.net,Media,Mid,third-party,llm_agreement
tokyu-gxp.com,tokyu-gxp.com,Non-media-industry,Mid,third-party,llm_agreement
tompkinsweekly.com,tompkinsweekly.com,Media,Mid,third-party,llm_agreement
tomshardware.com,tomshardware.com,Media,Mid,third-party,llm_agreement
toonippo.co.jp,toonippo.co.jp,Media,Mid,third-party,llm_agreement
topics.or.jp,topics.or.jp,Media,Mid,third-party,llm_agreement
tri-c.edu,tri-c.edu,Academia,High,third-party,llm_agreement
trinityconsultants.com,trinityconsultants.com,Non-media-industry,Mid,third-party,llm_agreement
trumanlibrary.gov,trumanlibrary.gov,Government,High,third-party,llm_agreement
trumpvanguard.com,trumpvanguard.com,,Mid,third-party,human
truthonthemarket.com,truthonthemarket.com,Academia,High,third-party,llm_agreement
truthout.org,truthout.org,Media,Mid,third-party,llm_agreement
try-it.jp,try-it.jp,Non-media-industry,Mid,third-party,llm_agreement
nlc.org,nlc.org,Non-media-industry,Mid,third-party,llm_agreement
nli-research.co.jp,nli-research.co.jp,Non-media-industry,Mid,third-party,llm_agreement
no-military-research.jp,no-military-research.jp,Non-media-industry,Mid,third-party,llm_agreement
noahpinion.blog,noahpinion.blog,Owned,Low,third-party,llm_agreement
nomura.co.jp,nomura.co.jp,Non-media-industry,Mid,third-party,llm_agreement
nomuraholdings.com,nomuraholdings.com,Non-media-industry,Mid,third-party,llm_agreement
northeastern.edu,northeastern.edu,Academia,High,third-party,llm_agreement
kaiedabanri.jp,kaiedabanri.jp,Owned,Low,third-party,llm_agreement
kaigo-postseven.com,kaigo-postseven.com,Media,Mid,third-party,llm_agreement
kaijinken.or.jp,kaijinken.or.jp,Non-media-industry,Mid,third-party,llm_agreement
kaikensouan.com,kaikensouan.com,,Mid,third-party,human
kamikawayoko.net,kamikawayoko.net,Owned,Low,third-party,llm_agreement
kanagawa-jimin.jp,kanagawa-jimin.jp,Party,Primary,primary,llm_agreement
kanaloco.jp,kanaloco.jp,Media,Mid,third-party,llm_agreement
socialsecurityworks.org,socialsecurityworks.org,Non-media-industry,Mid,third-party,llm_agreement
socialworkers.org,socialworkers.org,Non-media-industry,Mid,third-party,llm_agreement
socialworktoday.com,socialworktoday.com,Media,Mid,third-party,llm_agreement
societas-lab.com,societas-lab.com,,Mid,third-party,human
sociotoday.com,sociotoday.com,Media,Mid,third-party,llm_agreement
sogyotecho.jp,sogyotecho.jp,,Mid,third-party,human
soken.or.jp,soken.or.jp,Non-media-industry,Mid,third-party,llm_agreement
yonkerstimes.com,yonkerstimes.com,Media,Mid,third-party,llm_agreement
yoshi-education.blog,yoshi-education.blog,Owned,Low,third-party,llm_agreement
yougov.com,yougov.com,Non-media-industry,Mid,third-party,llm_agreement
yourjapancareer.jp,yourjapancareer.jp,,Mid,third-party,human
yourside-ghj.com,yourside-ghj.com,,Mid,third-party,human
youthclimateconference.jp,youthclimateconference.jp,Non-media-industry,Mid,third-party,llm_agreement
youthconference.jp,youthconference.jp,Non-media-industry,Mid,third-party,llm_agreement
tkc.jp,tkc.jp,Non-media-industry,Mid,third-party,llm_agreement
tkfd.or.jp,tkfd.or.jp,Non-media-industry,Mid,third-party,llm_agreement
tnc.ne.jp,tnc.ne.jp,Non-media-industry,Mid,third-party,llm_agreement
tnsr.org,tnsr.org,Academia,High,third-party,llm_agreement
toben.or.jp,toben.or.jp,Non-media-industry,Mid,third-party,llm_agreement
today-jp.com,today-jp.com,Media,Mid,third-party,llm_agreement
tokachi-jimin.jp,tokachi-jimin.jp,Party,Primary,primary,llm_agreement
wikibooks.org,wikibooks.org,Platform,Low,third-party,llm_agreement
wikipedia.org,wikipedia.org,Platform,Low,third-party,llm_agreement
wiley.law,wiley.law,,Mid,third-party,human
wilsoncenter.org,wilsoncenter.org,,Mid,third-party,human
windsgyosei.com,windsgyosei.com,Non-media-industry,Mid,third-party,llm_agreement
winstongroup.net,winstongroup.net,Non-media-industry,Mid,third-party,llm_agreement
wired.com,wired.com,Media,Mid,third-party,llm_agreement
kyoto-minpo.net,kyoto-minpo.net,Media,Mid,third-party,llm_agreement
kyoto.jp,kyoto.jp,Government,High,third-party,llm_agreement
kyusan-u.ac.jp,kyusan-u.ac.jp,Academia,High,third-party,llm_agreement
labornetjp.org,labornetjp.org,,Mid,third-party,human
laborpolitics.com,laborpolitics.com,,Mid,third-party,human
lac.co.jp,lac.co.jp,Non-media-industry,Mid,third-party,llm_agreement
larrysharpe.com,larrysharpe.com,Owned,Low,third-party,llm_agreement
miami.edu,miami.edu,Academia,High,third-party,llm_agreement
michiganindependent.com,michiganindependent.com,Media,Mid,third-party,llm_agreement
mie.lg.jp,mie.lg.jp,Government,High,third-party,llm_agreement
mifairelections.org,mifairelections.org,Non-media-industry,Mid,third-party,llm_agreement
migpolgroup.com,migpolgroup.com,Non-media-industry,Mid,third-party,llm_agreement
migrants.jp,migrants.jp,Non-media-industry,Mid,third-party,llm_agreement
migrationpolicy.org,migrationpolicy.org,Non-media-industry,Mid,third-party,llm_agreement
bank-daiwa.co.jp,bank-daiwa.co.jp,Non-media-industry,Mid,third-party,llm_agreement
banotes.org,banotes.org,,Mid,third-party,human
barrgroup.com,barrgroup.com,Non-media-industry,Mid,third-party,llm_agreement
baselinescenario.com,baselinescenario.com,Owned,Low,third-party,llm_agreement
basicincome.org,basicincome.org,Non-media-industry,Mid,third-party,llm_agreement
bbc.com,bbc.com,Media,Mid,third-party,llm_agreement
bc.edu,bc.edu,Academia,High,third-party,llm_agreement
kevincraig.us,kevincraig.us,Owned,Low,third-party,llm_agreement
kff.org,kff.org,Non-media-industry,Mid,third-party,llm_agreement
khb-tv.co.jp,khb-tv.co.jp,Media,Mid,third-party,llm_agreement
kiddle.co,kiddle.co,Platform,Low,third-party,llm_agreement
kiharaseiji.com,kiharaseiji.com,Owned,Low,third-party,llm_agreement
kikonet.org,kikonet.org,Non-media-industry,Mid,third-party,llm_agreement
kinari-kurashi.com,kinari-kurashi.com,Owned,Low,third-party,llm_agreement
ejinzai.jp,ejinzai.jp,Non-media-industry,Mid,third-party,llm_agreement
ejirikana.net,ejirikana.net,,Mid,third-party,human
eleminist.com,eleminist.com,Media,Mid,third-party,llm_agreement
eloan.co.jp,eloan.co.jp,Non-media-industry,Mid,third-party,llm_agreement
emb-japan.go.jp,emb-japan.go.jp,Government,High,third-party,llm_agreement
empowerms.org,empowerms.org,Non-media-industry,Mid,third-party,llm_agreement
encyclopedia.com,encyclopedia.com,,Mid,third-party,human
youtube.com,youtube.com,Platform,Low,third-party,llm_agreement
yukisakamoto.com,yukisakamoto.com,Owned,Low,third-party,llm_agreement
ywca.or.jp,ywca.or.jp,Non-media-industry,Mid,third-party,llm_agreement
zaikei.co.jp,zaikei.co.jp,Media,Mid,third-party,llm_agreement
zaikyo.or.jp,zaikyo.or.jp,Non-media-industry,Mid,third-party,llm_agreement
zaitaku-kyo.gr.jp,zaitaku-kyo.gr.jp,Non-media-industry,Mid,third-party,llm_agreement
zeiken.co.jp,zeiken.co.jp,Non-media-industry,Mid,third-party,llm_agreement
redstate.com,redstate.com,Media,Mid,third-party,llm_agreement
refugee.or.jp,refugee.or.jp,Non-media-industry,Mid,third-party,llm_agreement
reiwa-shinsengumi.com,reiwa-shinsengumi.com,Party,Primary,primary,llm_agreement
reiwachiyoda.jp,reiwachiyoda.jp,Party,Primary,primary,llm_agreement
reiwas.info,reiwas.info,,Mid,third-party,human
reloexcel.jp,reloexcel.jp,Non-media-industry,Mid,third-party,llm_agreement
renewableenergyworld.com,renewableenergyworld.com,Media,Mid,third-party,llm_agreement
ito-hiromitsu.com,ito-hiromitsu.com,Owned,Low,third-party,llm_agreement
itoh-tatsuo.com,itoh-tatsuo.com,Owned,Low,third-party,llm_agreement
itoutakae.info,itoutakae.info,Owned,Low,third-party,llm_agreement
itrfoundation.org,itrfoundation.org,Non-media-industry,Mid,third-party,llm_agreement
ivoox.com,ivoox.com,Platform,Low,third-party,llm_agreement
ivoterguide.com,ivoterguide.com,Non-media-industry,Mid,third-party,llm_agreement
iwabuchi-tomo.jp,iwabuchi-tomo.jp,Owned,Low,third-party,llm_agreement
spaceshipearth.jp,spaceshipearth.jp,,Mid,third-party,human
spaef.org,spaef.org,Academia,High,third-party,llm_agreement
spf.org,spf.org,Non-media-industry,Mid,third-party,llm_agreement
splcenter.org,splcenter.org,Non-media-industry,Mid,third-party,llm_agreement
spokanedemocrats.org,spokanedemocrats.org,Party,Primary,primary,llm_agreement
spokesman.com,spokesman.com,Media,Mid,third-party,llm_agreement
sponichi.co.jp,sponichi.co.jp,Media,Mid,third-party,llm_agreement
roushikyo.or.jp,roushikyo.or.jp,Non-media-industry,Mid,third-party,llm_agreement
route66festivalsgf.com,route66festivalsgf.com,,Mid,third-party,human
rpjt.jp,rpjt.jp,,Mid,third-party,human
rsmus.com,rsmus.com,Non-media-industry,Mid,third-party,llm_agreement
rstreet.org,rstreet.org,Non-media-industry,Mid,third-party,llm_agreement
rusi.org,rusi.org,Non-media-industry,Mid,third-party,llm_agreement
russiamatters.org,russiamatters.org,Academia,High,third-party,llm_agreement
kasai-akira.jp,kasai-akira.jp,,Mid,third-party,human
katayama-daisuke.com,katayama-daisuke.com,,Mid,third-party,human
katsumi-office.com,katsumi-office.com,Non-media-industry,Mid,third-party,llm_agreement
kawasaki.jp,kawasaki.jp,,Mid,third-party,human
kay4congress.com,kay4congress.com,,Mid,third-party,human
kazumanakatani.com,kazumanakatani.com,,Mid,third-party,human
kcdems.org,kcdems.org,Party,Primary,primary,llm_agreement
pt-ot-st.net,pt-ot-st.net,,Mid,third-party,human
publicconsultation.org,publicconsultation.org,Academia,High,third-party,llm_agreement
publicintegrity.org,publicintegrity.org,Media,Mid,third-party,llm_agreement
punchbowl.news,punchbowl.news,Media,Mid,third-party,llm_agreement
pwc.com,pwc.com,Non-media-industry,Mid,third-party,llm_agreement
pymnts.com,pymnts.com,Media,Mid,third-party,llm_agreement
qq.com,qq.com,Platform,Low,third-party,llm_agreement
